data_hora,Temp. Ins. (C),Temp. Max. (C),Temp. Min. (C),Umi. Ins. (%),Umi. Max. (%),Umi. Min. (%),Pto Orvalho Ins. (C),Pto Orvalho Max. (C),Pto Orvalho Min. (C),Pressao Ins. (hPa),Pressao Max. (hPa),Pressao Min. (hPa),Vel. Vento (m/s),Dir. Vento (m/s),Raj. Vento (m/s),Radiacao (KJ/m²),Chuva (mm)
2024-05-26,23.73333333333333,24.398809523809526,22.564285714285717,55.67857142857143,60.654761904761905,53.36904761904762,13.867857142857144,14.644047619047617,13.265476190476189,889.5892857142857,889.8726190476191,889.382142857143,2.5880952380952382,98.96428571428571,5.914285714285715,1484.7416666666668,0.0
2024-06-02,22.33969373880904,22.93606258879523,20.925,57.63095238095238,62.75595238095238,54.714285714285715,12.750595238095238,13.525595238095239,11.9875,890.8666666666667,891.1440476190477,890.6547619047619,2.6678571428571427,106.38095238095238,5.984523809523809,1430.5452380952381,0.0
2024-06-09,21.96687067892833,22.525,20.81845238095238,59.845238095238095,64.875,57.44642857142857,13.064880952380953,13.8625,12.54404761904762,891.6214285714285,891.9363095238094,891.228067771474,2.8803571428571426,93.70833333333333,6.413690476190476,1455.1095238095238,0.0
2024-06-16,22.260714285714286,22.860714285714284,21.13095238095238,55.404761904761905,59.785714285714285,53.214285714285715,12.34404761904762,12.982142857142858,11.67142857142857,890.7785714285714,891.0630952380952,890.5678571428571,2.9571428571428573,81.76190476190476,6.7785714285714285,1532.5785714285714,0.0
2024-06-23,22.634540608213563,23.367116337814267,21.628317556582754,49.410714285714285,55.023809523809526,47.07738095238095,10.47857142857143,11.25952380952381,9.8,889.0821428571428,889.3916666666667,888.875,2.3904761904761904,88.7202380952381,5.682142857142857,1457.7660714285714,0.0
2024-06-30,24.094676454522364,24.967566008961864,23.003488239636035,41.535714285714285,47.13690476190476,38.666666666666664,8.461904761904762,9.446428571428571,7.593452380952381,889.0404761904762,889.3380952380952,888.8089285714285,1.7779761904761904,150.08333333333334,4.60297619047619,1486.917261904762,0.0
2024-07-07,23.156377204165462,23.757345593276163,22.318964430112224,45.92857142857143,51.17857142857143,43.32142857142857,9.313095238095238,10.048809523809524,8.525,890.0571428571429,890.3511904761905,889.8083333333333,2.4273809523809526,112.45238095238095,5.636904761904762,1517.595238095238,0.0
2024-07-14,23.956173191903797,24.575797974228543,22.221485465779665,40.529761904761905,45.404761904761905,38.73809523809524,8.429761904761905,9.202380952380953,7.7875,890.102380952381,890.3928571428571,889.8863095238095,2.6061701258746424,115.50595238095238,6.106547619047619,1552.0785714285714,0.0
2024-07-21,21.959540608213565,22.623663956861883,20.953799005975803,43.94047619047619,48.19047619047619,42.107142857142854,8.06547619047619,8.70952380952381,7.564285714285714,892.3280806691844,892.6266976285654,891.9995421334014,2.9178571428571427,97.92857142857143,6.4035714285714285,1613.0988095238095,0.0
2024-07-28,22.617482715713322,23.07569660616189,21.716469689029083,42.86904761904762,47.73809523809524,40.583333333333336,8.036904761904761,8.773809523809524,7.3964285714285705,891.9404761904761,892.2214285714286,891.7035714285715,2.604761904761905,88.26190476190476,6.196261006199021,1619.2595238095237,0.0
2024-08-04,22.526190476190475,23.38011020784285,21.41969975149395,47.833333333333336,52.79761904761905,45.63095238095238,9.898809523809524,10.657142857142858,9.30952380952381,891.6607142857143,891.9821428571429,891.4107142857143,3.0984320306365474,86.73809523809524,7.144047619047619,1473.3035714285713,0.0
2024-08-11,23.18573108440404,23.891172796638084,22.0711178050888,42.94047619047619,47.785714285714285,40.75,8.380952380952381,9.204761904761906,7.761904761904762,889.0559523809524,889.3726190476191,888.8380952380952,2.654384411588928,129.0952380952381,6.404761904761905,1664.9250000000002,0.0
2024-08-18,24.911122310237612,25.54831565378094,23.667432587815185,32.54761904761905,36.154761904761905,30.928571428571427,5.692857142857143,9.195639989555215,4.853571428571429,890.5523809523809,890.8654761904761,890.3154761904761,2.7904761904761903,112.67857142857143,6.159523809523809,1709.3071428571427,0.0
2024-08-25,26.251989726547375,26.736904761904764,24.674999999999997,27.666666666666668,31.535714285714285,26.464285714285715,5.0095238095238095,6.485219521198327,4.3880952380952385,889.7857142857143,890.1214285714285,889.5380952380953,2.7797619047619047,99.07142857142857,6.114285714285715,1784.6916666666668,0.0
2024-09-01,24.53850326261857,25.116172796638082,22.95595238095238,40.29761904761905,44.583333333333336,39.05952380952381,8.310714285714287,9.291542975537677,7.7821428571428575,891.3297619047619,891.6559523809525,891.1059523809523,3.1008129830174997,106.13095238095238,6.927380952380952,1802.234523809524,0.0
2024-09-08,27.419047619047618,28.058333333333334,26.004761904761907,21.964285714285715,25.488095238095237,20.964285714285715,2.401190476190476,6.670145225039256,1.7428571428571429,888.9464285714286,889.2714285714286,888.7011904761904,2.954819901433451,88.41666666666667,6.795581985489006,1853.9142857142856,0.0
2024-09-15,26.55595238095238,27.242857142857144,25.26904761904762,28.44047619047619,31.678571428571427,27.226190476190474,5.914285714285715,8.037105709063322,5.260714285714285,889.0678571428571,889.4476190476191,888.8380952380952,3.1726190476190474,86.13095238095238,7.14047619047619,1944.157142857143,0.0
2024-09-22,28.133333333333333,28.770238095238092,26.882142857142856,29.047619047619047,32.345238095238095,27.892857142857142,7.35,8.10357142857143,6.769047619047619,887.7190476190475,888.075,887.4916666666667,2.8980545374635702,101.35714285714286,6.675343890250911,1867.9499999999998,0.0
2024-09-29,29.126190476190477,29.844047619047622,27.80952380952381,27.011904761904763,30.166666666666668,25.952380952380953,7.449999999999999,8.270238095238096,6.91547619047619,886.8345238095238,887.2011904761904,886.632142857143,2.740098697303214,91.23809523809524,6.588095238095238,1870.4738095238095,0.0
2024-10-06,28.870679717140927,30.21175919495712,28.147194492577093,24.357142857142858,27.428571428571427,23.107142857142858,6.175000000000001,7.076190476190476,5.390476190476191,886.4000000000001,886.7797619047619,886.1857142857143,2.6726770442905936,112.46428571428571,6.587416217385224,2044.0047619047618,0.0
2024-10-13,26.73333333333333,27.65,25.623809523809523,53.226190476190474,58.26190476190476,49.892857142857146,15.623809523809525,16.482142857142858,14.876190476190475,887.2904761904762,887.6380952380953,887.0297619047619,2.563530727939761,160.5,6.10986769977472,1429.3095238095239,0.0
2024-10-20,22.558333333333334,23.41785714285714,21.686904761904763,76.01190476190476,80.35714285714286,71.77380952380952,17.71666666666667,18.344047619047622,17.126190476190477,886.6238095238094,887.0416666666666,886.3607142857143,2.5520034592079757,203.41666666666666,6.046940026909034,1127.0083333333332,1.2119047619047618
2024-10-27,24.302380952380954,25.073809523809523,23.302380952380954,70.10714285714286,75.51190476190476,66.14285714285714,18.114285714285714,18.895238095238096,17.395238095238096,886.7380952380952,887.0904761904762,886.4583333333334,2.3057926327016656,150.64880952380952,5.4998324347704495,1296.5047619047618,0.861904761904762
