"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"14/02/2025";"1500";"27,5";"28,3";"26,5";"49,0";"57,0";"48,0";"15,8";"17,5";"15,2";"887,2";"887,8";"887,2";"2,7";"111,0";"5,6";"3889,30";"0,0"
"14/02/2025";"1600";"29,4";"29,5";"26,7";"40,0";"55,0";"40,0";"14,5";"17,2";"14,1";"886,4";"887,2";"886,4";"2,2";"48,0";"5,5";"3746,10";"0,0"
"14/02/2025";"1700";"28,9";"29,9";"28,1";"41,0";"44,0";"33,0";"14,3";"15,4";"11,7";"885,4";"886,4";"885,4";"2,8";"164,0";"6,2";"3316,10";"0,0"
"14/02/2025";"1800";"29,7";"30,4";"28,9";"33,0";"42,0";"31,0";"11,6";"15,2";"11,1";"884,3";"885,4";"884,3";"3,3";"117,0";"6,2";"3391,70";"0,0"
"14/02/2025";"1900";"30,4";"30,5";"29,5";"31,0";"36,0";"26,0";"11,3";"12,9";"8,5";"883,5";"884,3";"883,5";"1,6";"69,0";"5,7";"2745,00";"0,0"
"14/02/2025";"2000";"29,5";"30,5";"29,0";"37,0";"40,0";"30,0";"13,1";"14,5";"10,7";"882,8";"883,5";"882,8";"2,6";"78,0";"4,9";"1693,40";"0,0"
"14/02/2025";"2100";"26,5";"29,5";"26,5";"57,0";"57,0";"35,0";"17,2";"17,3";"12,0";"883,1";"883,1";"882,8";"3,3";"5,0";"6,5";"364,40";"0,0"
"14/02/2025";"2200";"24,3";"26,5";"24,3";"66,0";"66,0";"57,0";"17,5";"17,8";"16,9";"884,0";"884,0";"883,1";"1,6";"323,0";"5,5";"86,60";"0,0"
"14/02/2025";"2300";"22,8";"24,3";"22,6";"75,0";"76,0";"65,0";"18,1";"18,5";"17,0";"884,7";"884,8";"884,0";"0,5";"73,0";"2,9";"";"0,0"
"15/02/2025";"0000";"23,0";"24,0";"22,3";"72,0";"81,0";"67,0";"17,5";"19,2";"17,3";"885,3";"885,3";"884,7";"0,8";"22,0";"2,5";"";"0,0"
"15/02/2025";"0100";"21,7";"22,7";"21,3";"79,0";"82,0";"71,0";"18,0";"18,5";"17,1";"885,9";"885,9";"885,4";"0,8";"347,0";"1,7";"";"0,0"
"15/02/2025";"0200";"22,7";"22,8";"21,7";"73,0";"84,0";"72,0";"17,5";"19,4";"17,4";"886,3";"886,4";"885,9";"1,4";"331,0";"2,1";"";"0,0"
"15/02/2025";"0300";"20,9";"22,7";"20,9";"81,0";"84,0";"72,0";"17,6";"18,4";"17,1";"886,3";"886,4";"886,1";"1,0";"351,0";"2,4";"";"0,0"
"15/02/2025";"0400";"20,9";"22,0";"20,0";"87,0";"88,0";"77,0";"18,7";"18,7";"17,5";"886,5";"886,5";"886,1";"2,6";"104,0";"7,3";"";"9,0"
"15/02/2025";"0500";"18,3";"20,9";"18,1";"94,0";"95,0";"87,0";"17,3";"18,5";"17,2";"885,7";"886,8";"885,7";"1,1";"293,0";"8,1";"";"20,0"
"15/02/2025";"0600";"18,0";"18,5";"18,0";"96,0";"96,0";"94,0";"17,3";"17,5";"17,2";"885,0";"885,7";"885,0";"0,3";"10,0";"3,4";"";"0,0"
"15/02/2025";"0700";"18,4";"18,9";"17,9";"97,0";"97,0";"95,0";"17,8";"18,3";"17,3";"884,6";"885,1";"884,6";"0,6";"39,0";"2,9";"";"0,0"
"15/02/2025";"0800";"18,2";"18,7";"17,8";"97,0";"98,0";"96,0";"17,7";"18,3";"17,2";"884,8";"884,8";"884,5";"1,5";"351,0";"1,8";"";"0,0"
"15/02/2025";"0900";"18,0";"18,6";"17,9";"97,0";"97,0";"96,0";"17,4";"18,2";"17,3";"884,9";"884,9";"884,7";"1,1";"133,0";"1,9";"";"0,0"
"15/02/2025";"1000";"20,1";"20,1";"17,5";"97,0";"98,0";"96,0";"19,6";"19,6";"17,0";"885,5";"885,5";"884,9";"0,3";"268,0";"1,5";"221,70";"0,0"
"15/02/2025";"1100";"22,4";"22,4";"20,1";"77,0";"97,0";"77,0";"18,3";"20,5";"18,1";"886,3";"886,3";"885,5";"1,5";"150,0";"2,2";"1093,40";"0,0"
"15/02/2025";"1200";"25,0";"25,3";"22,4";"62,0";"79,0";"62,0";"17,3";"19,2";"17,1";"886,6";"886,6";"886,3";"1,2";"154,0";"2,6";"2005,80";"0,0"
"15/02/2025";"1300";"26,0";"26,1";"24,9";"65,0";"66,0";"60,0";"18,9";"18,9";"17,2";"886,8";"886,8";"886,6";"3,0";"137,0";"4,6";"2841,00";"0,0"
"15/02/2025";"1400";"26,6";"27,1";"25,3";"59,0";"66,0";"55,0";"18,0";"18,9";"17,0";"886,6";"886,8";"886,6";"3,0";"136,0";"5,9";"3197,00";"0,0"
"15/02/2025";"1500";"28,0";"28,2";"26,3";"55,0";"61,0";"52,0";"18,0";"19,3";"16,8";"886,1";"886,6";"886,1";"3,4";"130,0";"6,7";"3653,10";"0,0"
"15/02/2025";"1600";"27,2";"28,8";"27,2";"53,0";"56,0";"45,0";"16,8";"18,2";"15,5";"885,5";"886,1";"885,5";"2,8";"97,0";"6,7";"3577,40";"0,0"
"15/02/2025";"1700";"29,1";"29,7";"27,2";"46,0";"55,0";"42,0";"16,4";"18,0";"14,2";"884,3";"885,4";"884,2";"2,5";"129,0";"6,2";"3173,30";"0,0"
"15/02/2025";"1800";"29,0";"30,4";"28,2";"46,0";"47,0";"40,0";"16,2";"17,0";"14,5";"883,3";"884,3";"883,3";"3,0";"113,0";"6,9";"2837,30";"0,0"
"15/02/2025";"1900";"28,8";"30,1";"28,1";"47,0";"50,0";"41,0";"16,3";"17,5";"15,1";"882,9";"883,3";"882,8";"3,2";"109,0";"7,3";"2381,00";"0,0"
"15/02/2025";"2000";"27,5";"29,7";"27,5";"50,0";"50,0";"44,0";"16,0";"17,4";"14,5";"883,0";"883,0";"882,7";"3,1";"73,0";"6,9";"1296,90";"0,0"
"15/02/2025";"2100";"24,3";"27,5";"24,3";"70,0";"70,0";"49,0";"18,4";"18,7";"15,8";"883,5";"883,5";"882,8";"2,5";"291,0";"6,5";"105,80";"0,0"
"15/02/2025";"2200";"23,3";"24,3";"23,1";"74,0";"78,0";"70,0";"18,4";"19,1";"18,4";"884,2";"884,2";"883,5";"1,1";"324,0";"5,0";"15,30";"0,0"
"15/02/2025";"2300";"22,5";"23,4";"22,4";"77,0";"77,0";"74,0";"18,2";"18,5";"18,2";"885,0";"885,0";"884,2";"1,7";"340,0";"3,2";"";"0,0"
"16/02/2025";"0000";"21,6";"22,5";"21,5";"82,0";"82,0";"76,0";"18,3";"18,5";"18,0";"885,7";"885,7";"885,0";"1,8";"332,0";"4,2";"";"0,0"
"16/02/2025";"0100";"20,5";"21,6";"20,5";"85,0";"85,0";"82,0";"17,9";"18,3";"17,9";"886,3";"886,3";"885,7";"1,0";"333,0";"3,5";"";"0,0"
"16/02/2025";"0200";"20,5";"20,7";"20,0";"86,0";"88,0";"85,0";"18,0";"18,2";"17,7";"886,8";"886,9";"886,3";"1,3";"317,0";"2,4";"";"0,0"
"16/02/2025";"0300";"20,4";"20,9";"20,4";"88,0";"88,0";"86,0";"18,3";"18,4";"17,9";"886,7";"886,9";"886,7";"1,1";"359,0";"2,4";"";"0,0"
"16/02/2025";"0400";"20,4";"20,5";"19,4";"92,0";"93,0";"87,0";"19,0";"19,0";"18,0";"886,5";"886,7";"886,3";"1,5";"15,0";"6,1";"";"0,0"
"16/02/2025";"0500";"21,4";"21,6";"20,4";"79,0";"92,0";"74,0";"17,6";"19,0";"16,8";"885,9";"886,5";"885,9";"1,0";"37,0";"6,4";"";"0,0"
"16/02/2025";"0600";"20,1";"21,4";"20,1";"87,0";"89,0";"79,0";"17,8";"18,3";"17,6";"885,6";"885,9";"885,6";"0,9";"195,0";"2,8";"";"0,0"
"16/02/2025";"0700";"20,5";"20,5";"19,6";"87,0";"91,0";"86,0";"18,2";"18,3";"17,8";"885,9";"885,9";"885,6";"1,6";"334,0";"2,5";"";"0,0"
"16/02/2025";"0800";"19,9";"20,5";"19,8";"89,0";"90,0";"86,0";"18,1";"18,2";"17,9";"886,3";"886,3";"885,9";"1,7";"311,0";"3,6";"";"0,0"
"16/02/2025";"0900";"19,3";"19,9";"18,9";"92,0";"92,0";"89,0";"17,9";"18,0";"17,5";"886,8";"886,8";"886,3";"1,8";"302,0";"4,0";"";"0,0"
"16/02/2025";"1000";"19,0";"19,3";"18,8";"95,0";"95,0";"92,0";"18,2";"18,2";"17,7";"887,3";"887,3";"886,8";"1,9";"291,0";"4,2";"65,10";"0,0"
"16/02/2025";"1100";"19,6";"19,8";"19,0";"95,0";"95,0";"93,0";"18,7";"18,8";"18,2";"887,5";"887,5";"887,2";"2,0";"284,0";"4,4";"323,00";"0,0"
"16/02/2025";"1200";"21,7";"21,7";"19,5";"86,0";"95,0";"84,0";"19,2";"19,7";"18,5";"888,4";"888,4";"887,5";"1,7";"155,0";"3,6";"913,90";"0,0"
"16/02/2025";"1300";"22,9";"23,0";"21,2";"79,0";"87,0";"79,0";"19,1";"19,5";"18,4";"888,8";"888,8";"888,4";"2,2";"114,0";"4,3";"1793,80";"0,0"
"16/02/2025";"1400";"23,3";"24,0";"22,5";"78,0";"81,0";"73,0";"19,2";"19,6";"18,6";"888,6";"888,9";"888,6";"3,4";"131,0";"5,9";"2031,40";"0,0"
"16/02/2025";"1500";"25,0";"25,4";"23,2";"65,0";"78,0";"65,0";"18,1";"19,6";"17,9";"888,0";"888,6";"888,0";"3,1";"105,0";"6,0";"3053,50";"0,0"
"16/02/2025";"1600";"26,5";"27,7";"25,0";"63,0";"67,0";"59,0";"18,8";"19,7";"17,5";"887,1";"888,0";"887,1";"2,5";"124,0";"6,6";"4107,60";"0,0"
"16/02/2025";"1700";"26,0";"27,4";"25,7";"63,0";"64,0";"59,0";"18,3";"19,3";"17,9";"886,3";"887,1";"886,3";"2,6";"109,0";"5,8";"2867,60";"0,0"
"16/02/2025";"1800";"26,3";"28,3";"25,7";"60,0";"66,0";"55,0";"17,8";"19,9";"17,5";"885,8";"886,3";"885,7";"2,1";"163,0";"6,2";"2343,90";"0,0"
"16/02/2025";"1900";"19,0";"26,3";"19,0";"92,0";"92,0";"60,0";"17,6";"19,3";"17,5";"886,0";"886,3";"885,3";"5,5";"13,0";"9,9";"642,50";"5,8"
"16/02/2025";"2000";"19,6";"19,8";"18,0";"95,0";"96,0";"92,0";"18,7";"19,0";"17,2";"885,5";"886,3";"885,5";"1,0";"286,0";"11,0";"167,80";"7,2"
"16/02/2025";"2100";"21,0";"21,5";"19,6";"92,0";"96,0";"89,0";"19,7";"20,2";"18,8";"885,8";"885,8";"885,2";"1,8";"320,0";"3,5";"702,90";"0,0"
"16/02/2025";"2200";"20,6";"21,2";"20,6";"92,0";"92,0";"89,0";"19,2";"19,7";"19,2";"886,1";"886,2";"885,8";"1,0";"280,0";"4,1";"110,60";"0,0"
"16/02/2025";"2300";"20,0";"20,6";"19,8";"95,0";"95,0";"92,0";"19,2";"19,3";"18,9";"886,7";"886,7";"886,1";"0,4";"124,0";"2,0";"";"0,0"
"17/02/2025";"0000";"20,0";"20,0";"19,7";"96,0";"96,0";"95,0";"19,3";"19,3";"19,0";"887,3";"887,3";"886,7";"1,1";"2,0";"1,9";"";"0,0"
"17/02/2025";"0100";"19,7";"20,2";"19,7";"94,0";"96,0";"93,0";"18,7";"19,3";"18,6";"887,6";"887,6";"887,3";"0,5";"332,0";"2,2";"";"0,0"
"17/02/2025";"0200";"19,4";"19,8";"19,4";"92,0";"95,0";"91,0";"18,0";"18,9";"18,0";"887,7";"887,8";"887,6";"1,5";"6,0";"2,4";"";"0,0"
"17/02/2025";"0300";"18,4";"19,5";"18,3";"95,0";"95,0";"91,0";"17,5";"18,0";"17,5";"887,3";"887,7";"887,3";"0,5";"321,0";"2,3";"";"0,0"
"17/02/2025";"0400";"17,9";"18,4";"17,9";"96,0";"96,0";"95,0";"17,3";"17,8";"17,2";"886,9";"887,3";"886,9";"0,6";"232,0";"0,9";"";"0,0"
"17/02/2025";"0500";"17,9";"17,9";"17,7";"97,0";"97,0";"96,0";"17,5";"17,5";"17,2";"886,9";"887,0";"886,9";"1,1";"312,0";"1,6";"";"0,0"
"17/02/2025";"0600";"19,1";"19,1";"17,9";"97,0";"97,0";"96,0";"18,5";"18,5";"17,5";"886,5";"886,9";"886,5";"0,4";"205,0";"1,8";"";"0,0"
"17/02/2025";"0700";"20,6";"20,7";"19,1";"88,0";"97,0";"88,0";"18,6";"18,7";"18,3";"887,1";"887,1";"886,4";"2,1";"63,0";"6,1";"";"0,0"
"17/02/2025";"0800";"19,0";"20,6";"19,0";"95,0";"95,0";"89,0";"18,2";"18,5";"18,2";"887,5";"887,5";"887,0";"2,3";"60,0";"6,8";"";"1,2"
"17/02/2025";"0900";"18,5";"19,1";"18,5";"95,0";"95,0";"93,0";"17,7";"18,2";"17,6";"888,0";"888,0";"887,5";"1,4";"344,0";"4,9";"";"0,8"
"17/02/2025";"1000";"18,9";"18,9";"18,5";"96,0";"96,0";"95,0";"18,3";"18,3";"17,7";"888,3";"888,4";"888,0";"1,4";"270,0";"3,2";"86,10";"0,6"
"17/02/2025";"1100";"20,2";"20,2";"18,8";"92,0";"96,0";"92,0";"18,9";"19,1";"18,2";"888,9";"889,0";"888,3";"0,4";"102,0";"2,8";"429,00";"0,0"
"17/02/2025";"1200";"21,9";"21,9";"20,2";"88,0";"92,0";"87,0";"19,9";"19,9";"18,7";"889,3";"889,3";"888,9";"1,4";"144,0";"2,5";"738,60";"0,0"
"17/02/2025";"1300";"24,3";"24,7";"21,9";"69,0";"88,0";"66,0";"18,3";"19,5";"17,3";"889,5";"889,5";"889,2";"3,5";"108,0";"6,9";"2411,20";"0,0"
"17/02/2025";"1400";"26,2";"26,2";"24,3";"59,0";"71,0";"56,0";"17,5";"19,1";"16,4";"889,4";"889,6";"889,4";"2,9";"61,0";"7,0";"3327,50";"0,0"
"17/02/2025";"1500";"26,8";"27,5";"25,7";"58,0";"61,0";"54,0";"17,7";"18,4";"16,6";"889,1";"889,4";"889,1";"3,0";"59,0";"6,9";"3476,50";"0,0"
"17/02/2025";"1600";"27,1";"27,8";"26,5";"52,0";"59,0";"48,0";"16,5";"18,1";"15,0";"888,6";"889,1";"888,6";"2,9";"53,0";"6,9";"3358,60";"0,0"
"17/02/2025";"1700";"27,7";"28,7";"26,2";"47,0";"56,0";"43,0";"15,4";"17,2";"14,5";"887,9";"888,6";"887,9";"2,6";"84,0";"6,1";"2940,40";"0,0"
"17/02/2025";"1800";"28,7";"29,0";"27,6";"43,0";"51,0";"42,0";"14,8";"17,3";"14,2";"886,9";"887,9";"886,9";"2,8";"81,0";"7,5";"3193,80";"0,0"
"17/02/2025";"1900";"28,7";"29,6";"27,6";"43,0";"46,0";"38,0";"14,8";"15,9";"13,3";"886,2";"886,9";"886,2";"2,8";"46,0";"5,8";"2630,60";"0,0"
"17/02/2025";"2000";"28,4";"29,3";"27,3";"43,0";"44,0";"38,0";"14,5";"14,9";"13,0";"885,6";"886,2";"885,6";"1,9";"56,0";"6,7";"1575,40";"0,0"
"17/02/2025";"2100";"27,7";"28,5";"27,6";"43,0";"44,0";"38,0";"13,9";"15,0";"12,6";"885,7";"885,8";"885,6";"3,3";"69,0";"5,8";"893,00";"0,0"
"17/02/2025";"2200";"26,1";"27,7";"26,0";"47,0";"47,0";"41,0";"14,0";"14,5";"13,4";"885,9";"885,9";"885,5";"2,2";"84,0";"5,8";"128,00";"0,0"
"17/02/2025";"2300";"24,6";"26,1";"24,6";"54,0";"54,0";"47,0";"14,7";"14,9";"13,6";"886,2";"886,2";"885,8";"1,9";"79,0";"5,6";"";"0,0"
"18/02/2025";"0000";"23,7";"24,7";"23,2";"65,0";"67,0";"54,0";"16,8";"16,9";"14,8";"886,3";"886,3";"886,1";"2,1";"84,0";"4,2";"";"0,0"
"18/02/2025";"0100";"23,1";"23,9";"23,1";"64,0";"65,0";"62,0";"15,9";"16,8";"15,8";"887,0";"887,0";"886,3";"1,6";"97,0";"4,1";"";"0,0"
"18/02/2025";"0200";"22,8";"23,1";"22,6";"64,0";"65,0";"62,0";"15,6";"15,9";"15,3";"887,4";"887,4";"887,0";"1,8";"75,0";"3,9";"";"0,0"
"18/02/2025";"0300";"20,2";"22,9";"20,1";"76,0";"77,0";"64,0";"15,9";"16,0";"15,5";"887,3";"887,5";"887,3";"1,1";"73,0";"3,8";"";"0,0"
"18/02/2025";"0400";"18,3";"20,7";"18,3";"86,0";"87,0";"74,0";"16,0";"16,2";"15,8";"887,3";"887,5";"887,3";"0,2";"187,0";"2,0";"";"0,0"
"18/02/2025";"0500";"17,9";"18,3";"17,7";"90,0";"91,0";"86,0";"16,3";"16,5";"15,9";"887,2";"887,3";"887,1";"1,1";"194,0";"1,6";"";"0,0"
"18/02/2025";"0600";"17,6";"17,9";"17,3";"92,0";"93,0";"90,0";"16,3";"16,4";"16,0";"887,2";"887,3";"887,2";"0,7";"225,0";"1,6";"";"0,0"
"18/02/2025";"0700";"18,1";"18,2";"17,4";"88,0";"93,0";"88,0";"16,1";"16,8";"16,0";"887,0";"887,2";"887,0";"0,7";"133,0";"1,1";"";"0,0"
"18/02/2025";"0800";"17,1";"18,2";"17,1";"91,0";"92,0";"86,0";"15,7";"16,4";"15,6";"887,2";"887,2";"887,0";"0,4";"100,0";"1,3";"";"0,0"
"18/02/2025";"0900";"17,2";"17,2";"16,7";"94,0";"95,0";"91,0";"16,3";"16,3";"15,6";"887,5";"887,5";"887,2";"0,3";"82,0";"1,5";"";"0,0"
"18/02/2025";"1000";"19,9";"19,9";"17,2";"86,0";"94,0";"83,0";"17,4";"17,5";"15,8";"888,0";"888,0";"887,5";"0,7";"148,0";"1,5";"177,90";"0,0"
"18/02/2025";"1100";"24,4";"24,4";"19,9";"62,0";"86,0";"62,0";"16,7";"18,3";"15,9";"888,4";"888,4";"888,0";"0,7";"126,0";"1,4";"974,20";"0,0"
"18/02/2025";"1200";"26,3";"26,3";"24,2";"49,0";"62,0";"47,0";"14,7";"16,7";"13,9";"888,6";"888,6";"888,4";"1,8";"72,0";"4,6";"1884,30";"0,0"
"18/02/2025";"1300";"27,1";"27,4";"26,1";"46,0";"50,0";"44,0";"14,6";"15,4";"13,7";"888,5";"888,7";"888,5";"2,5";"76,0";"5,2";"2750,00";"0,0"
"18/02/2025";"1400";"27,2";"28,1";"26,5";"50,0";"54,0";"40,0";"15,9";"17,1";"12,9";"888,3";"888,5";"888,2";"3,2";"76,0";"7,3";"3223,40";"0,0"
"18/02/2025";"1500";"28,0";"28,3";"26,9";"41,0";"53,0";"38,0";"13,3";"16,5";"12,7";"887,7";"888,3";"887,7";"2,3";"73,0";"6,9";"3729,30";"0,0"
"18/02/2025";"1600";"28,7";"29,2";"27,7";"34,0";"43,0";"33,0";"11,5";"14,2";"10,9";"887,1";"887,7";"887,0";"2,3";"101,0";"6,8";"3905,40";"0,0"
"18/02/2025";"1700";"29,4";"29,5";"28,1";"40,0";"40,0";"32,0";"14,2";"14,2";"10,8";"886,3";"887,1";"886,3";"1,9";"124,0";"6,1";"3532,80";"0,0"
"18/02/2025";"1800";"29,2";"30,4";"28,7";"32,0";"40,0";"30,0";"11,0";"14,0";"10,0";"885,5";"886,3";"885,5";"2,0";"105,0";"6,9";"3117,70";"0,0"
"18/02/2025";"1900";"29,7";"30,3";"28,2";"29,0";"39,0";"28,0";"9,5";"12,9";"9,5";"884,9";"885,5";"884,9";"2,4";"126,0";"5,8";"2038,80";"0,0"
"18/02/2025";"2000";"28,1";"32,6";"28,1";"38,0";"39,0";"23,0";"12,4";"12,9";"7,7";"884,2";"884,9";"884,2";"2,9";"72,0";"5,8";"1234,90";"0,0"
"18/02/2025";"2100";"27,1";"28,1";"27,1";"43,0";"44,0";"38,0";"13,4";"13,9";"12,1";"884,6";"884,7";"884,2";"1,8";"58,0";"6,3";"391,70";"0,0"
"18/02/2025";"2200";"26,3";"27,1";"26,2";"46,0";"47,0";"42,0";"13,8";"14,1";"13,1";"884,9";"884,9";"884,6";"1,3";"90,0";"3,5";"90,90";"0,0"
"18/02/2025";"2300";"25,4";"26,3";"25,3";"52,0";"52,0";"46,0";"14,9";"14,9";"13,9";"885,2";"885,2";"884,8";"1,5";"102,0";"3,4";"";"0,0"
"19/02/2025";"0000";"24,4";"25,4";"21,9";"59,0";"71,0";"52,0";"15,8";"16,8";"14,9";"886,0";"886,0";"885,2";"1,5";"87,0";"2,9";"";"0,0"
"19/02/2025";"0100";"21,2";"24,5";"21,2";"76,0";"77,0";"58,0";"16,9";"17,0";"15,6";"886,8";"886,8";"886,0";"1,0";"124,0";"2,7";"";"0,0"
"19/02/2025";"0200";"23,5";"23,9";"21,1";"63,0";"78,0";"63,0";"16,0";"17,3";"16,0";"887,3";"887,4";"886,8";"1,3";"75,0";"3,1";"";"0,0"
"19/02/2025";"0300";"19,8";"23,7";"19,8";"79,0";"80,0";"62,0";"16,0";"16,7";"15,8";"887,1";"887,4";"887,1";"0,8";"46,0";"2,6";"";"0,0"
"19/02/2025";"0400";"18,8";"20,0";"18,8";"82,0";"83,0";"78,0";"15,6";"16,4";"15,6";"886,8";"887,1";"886,8";"0,3";"298,0";"1,7";"";"0,0"
"19/02/2025";"0500";"18,9";"19,3";"18,8";"86,0";"86,0";"81,0";"16,5";"16,5";"15,6";"886,4";"886,8";"886,4";"0,5";"346,0";"0,9";"";"0,0"
"19/02/2025";"0600";"18,3";"19,0";"18,3";"88,0";"88,0";"84,0";"16,3";"16,5";"15,9";"885,9";"886,4";"885,9";"0,4";"241,0";"1,1";"";"0,0"
"19/02/2025";"0700";"18,1";"18,7";"18,1";"87,0";"89,0";"85,0";"16,0";"16,5";"15,8";"885,9";"886,0";"885,9";"0,5";"157,0";"0,7";"";"0,0"
"19/02/2025";"0800";"17,7";"18,1";"17,3";"90,0";"91,0";"87,0";"16,1";"16,4";"15,7";"886,2";"886,2";"885,9";"0,3";"246,0";"1,2";"";"0,0"
"19/02/2025";"0900";"17,3";"18,1";"17,3";"90,0";"91,0";"87,0";"15,6";"16,2";"15,4";"886,5";"886,5";"886,1";"0,9";"320,0";"1,2";"";"0,0"
"19/02/2025";"1000";"20,5";"20,6";"17,2";"80,0";"90,0";"78,0";"17,0";"17,1";"15,5";"887,4";"887,4";"886,5";"1,0";"149,0";"1,8";"187,00";"0,0"
"19/02/2025";"1100";"23,4";"23,4";"20,5";"69,0";"81,0";"67,0";"17,3";"17,8";"16,5";"888,2";"888,2";"887,4";"1,7";"134,0";"2,6";"900,40";"0,0"
"19/02/2025";"1200";"25,1";"25,7";"23,3";"55,0";"69,0";"53,0";"15,5";"17,4";"15,1";"888,5";"888,5";"888,2";"3,7";"90,0";"7,1";"1843,70";"0,0"
"19/02/2025";"1300";"26,5";"26,5";"25,1";"55,0";"57,0";"52,0";"16,7";"16,7";"15,2";"888,6";"888,7";"888,5";"3,6";"86,0";"7,1";"2701,40";"0,0"
"19/02/2025";"1400";"27,0";"27,5";"25,7";"54,0";"57,0";"50,0";"17,0";"17,0";"15,8";"888,4";"888,7";"888,4";"3,0";"71,0";"7,3";"3309,40";"0,0"
"19/02/2025";"1500";"28,2";"28,6";"26,8";"45,0";"54,0";"43,0";"15,2";"16,6";"14,3";"888,2";"888,4";"888,1";"3,0";"68,0";"6,8";"3664,70";"0,0"
"19/02/2025";"1600";"28,9";"29,3";"27,6";"40,0";"46,0";"38,0";"13,8";"15,5";"13,1";"887,3";"888,2";"887,3";"3,4";"70,0";"7,9";"3345,50";"0,0"
"19/02/2025";"1700";"29,0";"30,7";"28,6";"36,0";"42,0";"32,0";"12,2";"14,5";"11,3";"886,7";"887,3";"886,7";"3,0";"102,0";"8,0";"3614,90";"0,0"
"19/02/2025";"1800";"30,3";"30,5";"28,4";"33,0";"39,0";"30,0";"12,4";"13,8";"10,5";"886,3";"886,7";"886,2";"2,9";"96,0";"7,1";"3030,10";"0,0"
"19/02/2025";"1900";"29,7";"30,5";"28,2";"33,0";"38,0";"30,0";"11,7";"13,0";"10,6";"885,5";"886,3";"885,5";"2,8";"135,0";"7,0";"1962,10";"0,0"
"19/02/2025";"2000";"29,6";"30,0";"28,2";"32,0";"36,0";"31,0";"11,0";"12,6";"10,7";"885,1";"885,5";"885,1";"2,6";"102,0";"6,4";"1525,00";"0,0"
"19/02/2025";"2100";"28,2";"29,7";"27,6";"39,0";"41,0";"32,0";"12,9";"13,2";"11,5";"885,1";"885,2";"885,0";"2,6";"99,0";"6,6";"602,30";"0,0"
"19/02/2025";"2200";"26,7";"28,2";"26,7";"42,0";"42,0";"38,0";"12,7";"13,1";"12,3";"885,6";"885,6";"885,1";"3,3";"109,0";"7,3";"131,30";"0,0"
"19/02/2025";"2300";"25,5";"26,8";"25,4";"46,0";"47,0";"42,0";"13,0";"13,5";"12,7";"886,2";"886,2";"885,6";"3,0";"100,0";"6,8";"";"0,0"
"20/02/2025";"0000";"24,3";"25,5";"24,3";"49,0";"49,0";"45,0";"12,9";"13,1";"12,5";"886,9";"886,9";"886,2";"2,6";"101,0";"7,2";"";"0,0"
"20/02/2025";"0100";"24,1";"24,4";"23,8";"48,0";"52,0";"48,0";"12,5";"13,5";"12,5";"887,4";"887,4";"886,9";"3,1";"70,0";"5,9";"";"0,0"
"20/02/2025";"0200";"22,8";"24,2";"22,8";"51,0";"51,0";"47,0";"12,1";"12,6";"11,9";"888,0";"888,0";"887,4";"1,4";"68,0";"6,2";"";"0,0"
"20/02/2025";"0300";"22,7";"23,1";"22,4";"50,0";"52,0";"49,0";"11,6";"12,2";"11,6";"888,1";"888,1";"887,9";"1,6";"88,0";"3,5";"";"0,0"
"20/02/2025";"0400";"22,8";"23,3";"22,1";"48,0";"52,0";"46,0";"11,1";"11,9";"11,1";"887,7";"888,1";"887,6";"1,9";"84,0";"4,2";"";"0,0"
"20/02/2025";"0500";"22,8";"23,2";"22,7";"48,0";"49,0";"47,0";"11,3";"11,5";"11,1";"887,5";"887,7";"887,4";"1,5";"83,0";"3,6";"";"0,0"
"20/02/2025";"0600";"18,5";"23,1";"18,3";"72,0";"72,0";"48,0";"13,4";"13,4";"11,3";"887,1";"887,5";"887,1";"1,0";"61,0";"2,7";"";"0,0"
"20/02/2025";"0700";"17,7";"18,5";"17,3";"78,0";"80,0";"71,0";"13,9";"14,0";"12,9";"887,1";"887,2";"887,0";"0,9";"58,0";"2,0";"";"0,0"
"20/02/2025";"0800";"18,4";"18,5";"16,9";"74,0";"82,0";"74,0";"13,6";"14,3";"13,6";"887,2";"887,2";"887,1";"1,2";"84,0";"1,8";"";"0,0"
"20/02/2025";"0900";"18,1";"19,1";"17,7";"73,0";"77,0";"68,0";"13,2";"13,7";"13,0";"887,3";"887,3";"887,1";"1,0";"60,0";"2,5";"";"0,0"
"20/02/2025";"1000";"21,5";"21,5";"18,1";"60,0";"73,0";"59,0";"13,5";"13,5";"13,0";"887,9";"887,9";"887,3";"1,6";"68,0";"2,7";"126,50";"0,0"
"20/02/2025";"1100";"23,9";"23,9";"21,5";"49,0";"60,0";"49,0";"12,7";"13,6";"12,5";"888,8";"888,8";"887,9";"1,6";"52,0";"3,6";"874,00";"0,0"
